"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","(X)","9.7%","32.5%","45.0%","12.8%","(X)","1.9%","5.1%","28.0%","17.9%","10.2%","22.6%","14.3%","93.1%","36.9%","(X)","93.8%","41.7%","(X)","94.9%","40.1%","(X)","94.0%","36.5%","(X)","89.8%","32.3%","","(X)","93.3%","36.6%","(X)","93.6%","36.8%","(X)","86.6%","26.0%","(X)","N","N","(X)","86.0%","60.5%","(X)","N","N","(X)","95.2%","29.5%","(X)","92.7%","31.2%","(X)","82.9%","24.8%","","16.5%","8.8%","6.0%","3.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","64,875","8,433","22,264","26,174","8,004","467,449","10,292","25,237","143,036","82,895","40,664","101,959","63,366","(X)","(X)","83,838","78,404","31,241","75,329","70,646","26,440","200,233","185,461","67,413","108,049","97,409","40,231","","439,238","406,749","154,360","429,820","399,614","151,954","8,366","7,599","1,693","N","N","N","10,526","9,046","6,491","N","N","N","2,155","2,105","492","6,367","5,733","2,037","13,582","10,816","3,154","","(X)","(X)","(X)","(X)","","51,897","32,082","41,659","50,529","73,955","90,035"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.0%","34.3%","40.3%","12.3%","(X)","2.2%","5.4%","30.6%","17.7%","8.7%","21.8%","13.6%","92.4%","35.4%","(X)","93.5%","37.3%","(X)","93.8%","35.1%","(X)","92.6%","33.7%","(X)","90.2%","37.2%","","(X)","92.6%","35.1%","(X)","93.0%","35.4%","(X)","90.8%","20.2%","(X)","N","N","(X)","85.9%","61.7%","(X)","N","N","(X)","97.7%","22.8%","(X)","90.0%","32.0%","(X)","79.6%","23.2%","","12.8%","7.2%","4.3%","2.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","61,720","3,827","18,885","30,756","8,252","490,556","7,872","23,159","125,528","88,116","57,314","114,791","73,776","(X)","(X)","80,039","75,234","37,103","76,358","73,236","34,396","205,887","196,141","80,998","128,272","114,914","36,070","","463,157","435,566","175,898","452,888","426,550","173,096","5,206","4,150","1,830","N","N","N","14,151","12,174","8,433","N","N","N","1,179","1,068","490","6,021","5,750","1,834","13,349","11,502","3,517","","(X)","(X)","(X)","(X)","","36,961","20,978","26,826","34,237","44,796","60,167"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","6.2%","30.6%","49.8%","13.4%","(X)","1.6%","4.7%","25.6%","18.0%","11.7%","23.4%","15.0%","93.7%","38.4%","(X)","94.0%","46.4%","(X)","95.9%","45.0%","(X)","95.3%","39.3%","(X)","89.6%","28.1%","","(X)","94.0%","38.0%","(X)","94.2%","38.2%","(X)","79.7%","35.2%","(X)","N","N","(X)","86.0%","59.6%","(X)","N","N","(X)","90.6%","41.6%","(X)","95.5%","30.5%","(X)","86.2%","26.3%","","20.8%","10.7%","7.4%","3.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"New Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","792,310","85,464","227,024","349,779","130,043","6,234,538","298,109","330,076","1,696,858","1,014,640","418,148","1,506,899","969,808","(X)","(X)","1,162,394","1,089,374","539,527","1,159,791","1,054,265","535,315","2,495,881","2,271,275","969,198","1,416,472","1,191,439","432,667","","4,360,008","3,988,850","1,746,500","3,639,609","3,438,095","1,593,464","802,713","699,908","198,178","11,643","9,640","3,686","628,099","578,795","440,532","2,713","1,967","779","326,262","235,552","47,485","103,100","91,641","39,547","1,117,438","841,683","219,314","","(X)","(X)","(X)","(X)","","49,671","22,930","34,137","41,178","63,545","86,548"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.8%","28.7%","44.1%","16.4%","(X)","4.8%","5.3%","27.2%","16.3%","6.7%","24.2%","15.6%","89.9%","39.7%","(X)","93.7%","46.4%","(X)","90.9%","46.2%","(X)","91.0%","38.8%","(X)","84.1%","30.5%","","(X)","91.5%","40.1%","(X)","94.5%","43.8%","(X)","87.2%","24.7%","(X)","82.8%","31.7%","(X)","92.2%","70.1%","(X)","72.5%","28.7%","(X)","72.2%","14.6%","(X)","88.9%","38.4%","(X)","75.3%","19.6%","","23.1%","11.0%","7.7%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","405,917","48,770","125,110","177,223","54,814","2,980,708","140,261","166,181","817,276","500,580","173,839","707,327","475,244","(X)","(X)","590,370","549,016","243,906","574,345","517,967","243,312","1,208,129","1,088,988","468,548","607,864","518,295","226,805","","2,097,621","1,915,853","841,202","1,742,068","1,646,968","773,788","363,179","313,014","80,933","5,806","4,272","1,734","298,464","280,227","218,923","1,582","1,343","479","163,103","114,389","20,588","50,953","45,168","18,712","553,268","409,419","97,330","","(X)","(X)","(X)","(X)","","56,782","27,122","41,384","50,158","77,071","105,296"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.0%","30.8%","43.7%","13.5%","(X)","4.7%","5.6%","27.4%","16.8%","5.8%","23.7%","15.9%","89.7%","39.7%","(X)","93.0%","41.3%","(X)","90.2%","42.4%","(X)","90.1%","38.8%","(X)","85.3%","37.3%","","(X)","91.3%","40.1%","(X)","94.5%","44.4%","(X)","86.2%","22.3%","(X)","73.6%","29.9%","(X)","93.9%","73.3%","(X)","84.9%","30.3%","(X)","70.1%","12.6%","(X)","88.6%","36.7%","(X)","74.0%","17.6%","","19.4%","9.0%","5.9%","3.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","386,393","36,694","101,914","172,556","75,229","3,253,830","157,848","163,895","879,582","514,060","244,309","799,572","494,564","(X)","(X)","572,024","540,358","295,621","585,446","536,298","292,003","1,287,752","1,182,287","500,650","808,608","673,144","205,862","","2,262,387","2,072,997","905,298","1,897,541","1,791,127","819,676","439,534","386,894","117,245","5,837","5,368","1,952","329,635","298,568","221,609","1,131","624","300","163,159","121,163","26,897","52,147","46,473","20,835","564,170","432,264","121,984","","(X)","(X)","(X)","(X)","","40,558","18,013","26,542","34,202","53,984","70,813"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.5%","26.4%","44.7%","19.5%","(X)","4.9%","5.0%","27.0%","15.8%","7.5%","24.6%","15.2%","90.1%","39.8%","(X)","94.5%","51.7%","(X)","91.6%","49.9%","(X)","91.8%","38.9%","(X)","83.2%","25.5%","","(X)","91.6%","40.0%","(X)","94.4%","43.2%","(X)","88.0%","26.7%","(X)","92.0%","33.4%","(X)","90.6%","67.2%","(X)","55.2%","26.5%","(X)","74.3%","16.5%","(X)","89.1%","40.0%","(X)","76.6%","21.6%","","26.5%","12.7%","9.3%","3.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","206,873","36,365","67,560","90,653","12,295","1,391,475","80,805","112,760","370,599","333,280","117,531","211,995","164,505","(X)","(X)","274,063","247,363","67,744","250,144","211,743","61,088","517,339","445,804","141,208","349,929","293,000","106,460","","1,087,117","951,985","318,503","606,845","575,935","242,356","27,850","24,610","6,255","120,895","98,306","12,136","21,405","19,681","13,013","N","N","N","101,618","73,620","16,268","31,332","28,634","9,982","606,602","470,306","97,478","","(X)","(X)","(X)","(X)","","32,343","20,428","26,822","31,378","42,379","60,401"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","17.6%","32.7%","43.8%","5.9%","(X)","5.8%","8.1%","26.6%","24.0%","8.4%","15.2%","11.8%","86.1%","27.1%","(X)","90.3%","24.7%","(X)","84.6%","24.4%","(X)","86.2%","27.3%","(X)","83.7%","30.4%","","(X)","87.6%","29.3%","(X)","94.9%","39.9%","(X)","88.4%","22.5%","(X)","81.3%","10.0%","(X)","91.9%","60.8%","(X)","N","N","(X)","72.4%","16.0%","(X)","91.4%","31.9%","(X)","77.5%","16.1%","","33.1%","19.0%","14.5%","6.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","108,022","20,197","39,836","42,563","5,426","677,505","39,828","59,400","191,417","159,290","51,753","99,627","76,190","(X)","(X)","139,387","123,651","30,064","125,456","104,080","26,530","253,820","215,728","64,228","158,842","134,818","54,995","","527,553","459,065","148,224","295,631","278,669","114,519","16,887","15,168","3,747","55,453","43,988","4,909","9,008","8,469","5,966","N","N","N","51,993","36,542","8,213","15,801","14,235","4,574","296,248","226,845","43,645","","(X)","(X)","(X)","(X)","","38,228","25,246","31,234","38,831","47,284","75,320"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","18.7%","36.9%","39.4%","5.0%","(X)","5.9%","8.8%","28.3%","23.5%","7.6%","14.7%","11.2%","85.4%","26.0%","(X)","88.7%","21.6%","(X)","83.0%","21.1%","(X)","85.0%","25.3%","(X)","84.9%","34.6%","","(X)","87.0%","28.1%","(X)","94.3%","38.7%","(X)","89.8%","22.2%","(X)","79.3%","8.9%","(X)","94.0%","66.2%","(X)","N","N","(X)","70.3%","15.8%","(X)","90.1%","28.9%","(X)","76.6%","14.7%","","30.4%","17.3%","11.9%","6.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","98,851","16,168","27,724","48,090","6,869","713,970","40,977","53,360","179,182","173,990","65,778","112,368","88,315","(X)","(X)","134,676","123,712","37,680","124,688","107,663","34,558","263,519","230,076","76,980","191,087","158,182","51,465","","559,564","492,920","170,279","311,214","297,266","127,837","10,963","9,442","2,508","65,442","54,318","7,227","12,397","11,212","7,047","N","N","N","49,625","37,078","8,055","15,531","14,399","5,408","310,354","243,461","53,833","","(X)","(X)","(X)","(X)","","29,221","15,023","21,654","26,593","40,207","51,978"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.4%","28.0%","48.6%","6.9%","(X)","5.7%","7.5%","25.1%","24.4%","9.2%","15.7%","12.4%","86.8%","28.1%","(X)","91.9%","28.0%","(X)","86.3%","27.7%","(X)","87.3%","29.2%","(X)","82.8%","26.9%","","(X)","88.1%","30.4%","(X)","95.5%","41.1%","(X)","86.1%","22.9%","(X)","83.0%","11.0%","(X)","90.4%","56.8%","(X)","N","N","(X)","74.7%","16.2%","(X)","92.7%","34.8%","(X)","78.4%","17.3%","","35.8%","20.7%","16.7%","7.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,874,770","212,967","492,130","852,254","317,419","13,821,132","842,286","1,012,659","3,634,065","2,133,828","1,218,132","2,794,920","2,185,242","(X)","(X)","2,923,367","2,651,959","1,311,673","2,471,713","2,174,063","1,018,700","5,265,003","4,587,028","1,748,865","3,161,049","2,553,137","900,924","","9,034,087","8,238,919","3,656,815","8,022,627","7,493,452","3,427,375","2,098,464","1,750,419","501,805","52,108","37,888","8,686","1,238,032","969,707","556,658","5,361","4,209","1,345","1,106,226","724,416","157,493","286,854","240,629","97,360","2,365,690","1,651,191","437,278","","(X)","(X)","(X)","(X)","","42,525","22,323","31,190","38,580","60,027","75,012"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.4%","26.3%","45.5%","16.9%","(X)","6.1%","7.3%","26.3%","15.4%","8.8%","20.2%","15.8%","86.6%","36.0%","(X)","90.7%","44.9%","(X)","88.0%","41.2%","(X)","87.1%","33.2%","(X)","80.8%","28.5%","","(X)","91.2%","40.5%","(X)","93.4%","42.7%","(X)","83.4%","23.9%","(X)","72.7%","16.7%","(X)","78.3%","45.0%","(X)","78.5%","25.1%","(X)","65.5%","14.2%","(X)","83.9%","33.9%","(X)","69.8%","18.5%","","27.4%","14.6%","10.2%","4.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","948,690","126,246","270,656","418,226","133,562","6,566,617","391,317","516,788","1,799,580","1,043,342","526,111","1,327,412","962,067","(X)","(X)","1,459,057","1,305,826","581,597","1,215,912","1,061,482","458,555","2,538,288","2,187,545","806,921","1,353,360","1,103,659","442,406","","4,367,739","3,954,878","1,725,969","3,867,143","3,588,704","1,624,737","939,187","769,324","194,710","25,311","18,327","3,996","573,818","460,176","259,495","2,467","1,966","835","525,438","343,797","63,304","132,657","110,044","41,170","1,143,191","792,593","184,469","","(X)","(X)","(X)","(X)","","49,785","26,364","36,658","45,448","69,070","91,175"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.3%","28.5%","44.1%","14.1%","(X)","6.0%","7.9%","27.4%","15.9%","8.0%","20.2%","14.7%","86.2%","34.9%","(X)","89.5%","39.9%","(X)","87.3%","37.7%","(X)","86.2%","31.8%","(X)","81.5%","32.7%","","(X)","90.5%","39.5%","(X)","92.8%","42.0%","(X)","81.9%","20.7%","(X)","72.4%","15.8%","(X)","80.2%","45.2%","(X)","79.7%","33.8%","(X)","65.4%","12.0%","(X)","83.0%","31.0%","(X)","69.3%","16.1%","","23.6%","12.1%","8.0%","4.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","926,080","86,721","221,474","434,028","183,857","7,254,515","450,969","495,871","1,834,485","1,090,486","692,021","1,467,508","1,223,175","(X)","(X)","1,464,310","1,346,133","730,076","1,255,801","1,112,581","560,145","2,726,715","2,399,483","941,944","1,807,689","1,449,478","458,518","","4,666,348","4,284,041","1,930,846","4,155,484","3,904,748","1,802,638","1,159,277","981,095","307,095","26,797","19,561","4,690","664,214","509,531","297,163","2,894","2,243","510","580,788","380,619","94,189","154,197","130,585","56,190","1,222,499","858,598","252,809","","(X)","(X)","(X)","(X)","","38,025","18,368","25,219","32,391","51,371","65,882"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.4%","23.9%","46.9%","19.9%","(X)","6.2%","6.8%","25.3%","15.0%","9.5%","20.2%","16.9%","86.9%","37.1%","(X)","91.9%","49.9%","(X)","88.6%","44.6%","(X)","88.0%","34.5%","(X)","80.2%","25.4%","","(X)","91.8%","41.4%","(X)","94.0%","43.4%","(X)","84.6%","26.5%","(X)","73.0%","17.5%","(X)","76.7%","44.7%","(X)","77.5%","17.6%","(X)","65.5%","16.2%","(X)","84.7%","36.4%","(X)","70.2%","20.7%","","30.9%","17.2%","12.2%","5.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","981,044","133,754","303,646","446,194","97,450","6,991,185","314,734","539,055","1,800,555","1,487,938","658,224","1,406,739","783,940","(X)","(X)","1,352,154","1,219,077","468,044","1,305,272","1,148,751","467,683","2,703,761","2,409,213","830,865","1,629,998","1,360,355","424,087","","5,024,276","4,502,678","1,710,322","4,722,706","4,319,996","1,658,051","1,439,450","1,229,622","304,658","79,350","60,974","11,421","194,787","167,536","116,066","4,071","3,853","1,264","152,558","86,904","14,995","96,693","85,829","31,953","476,705","285,893","71,758","","(X)","(X)","(X)","(X)","","36,420","21,705","27,936","32,357","50,105","61,504"
