"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","103,423","20,530","32,146","46,238","4,509","676,970","41,650","62,221","192,181","151,683","49,681","102,537","77,017","(X)","(X)","144,323","124,251","29,336","125,168","105,109","29,212","251,384","214,990","66,475","156,095","128,749","54,531","","514,793","446,396","152,209","301,272","284,572","119,984","14,547","13,430","4,145","53,151","42,258","5,301","10,139","9,074","5,648","N","N","N","67,232","46,448","7,217","16,546","15,071","5,034","292,059","217,946","41,653","","(X)","(X)","(X)","(X)","","37,085","22,558","29,622","38,138","48,598","73,053"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","19.9%","31.1%","44.7%","4.4%","(X)","6.2%","9.2%","28.4%","22.4%","7.3%","15.1%","11.4%","84.7%","26.5%","(X)","86.1%","20.3%","(X)","84.0%","23.3%","(X)","85.5%","26.4%","(X)","82.5%","34.9%","","(X)","86.7%","29.6%","(X)","94.5%","39.8%","(X)","92.3%","28.5%","(X)","79.5%","10.0%","(X)","89.5%","55.7%","(X)","N","N","(X)","69.1%","10.7%","(X)","91.1%","30.4%","(X)","74.6%","14.3%","","26.8%","16.6%","11.7%","4.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","96,697","13,683","27,878","47,148","7,988","714,411","42,865","56,205","178,327","171,342","66,993","113,154","85,525","(X)","(X)","132,656","119,131","36,228","124,185","106,256","35,512","271,604","237,331","78,309","185,966","152,623","48,630","","542,445","475,426","167,490","314,953","299,421","127,982","10,938","10,061","3,148","64,190","52,513","7,898","13,028","11,921","5,963","N","N","N","67,654","50,541","8,746","15,683","14,406","5,434","306,218","236,400","50,665","","(X)","(X)","(X)","(X)","","26,749","14,999","21,264","24,724","39,179","51,275"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.2%","28.8%","48.8%","8.3%","(X)","6.0%","7.9%","25.0%","24.0%","9.4%","15.8%","12.0%","86.1%","27.8%","(X)","89.8%","27.3%","(X)","85.6%","28.6%","(X)","87.4%","28.8%","(X)","82.1%","26.1%","","(X)","87.6%","30.9%","(X)","95.1%","40.6%","(X)","92.0%","28.8%","(X)","81.8%","12.3%","(X)","91.5%","45.8%","(X)","N","N","(X)","74.7%","12.9%","(X)","91.9%","34.6%","(X)","77.2%","16.5%","","36.0%","19.7%","16.7%","6.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,912,311","224,093","502,339","875,108","310,771","13,653,592","865,976","1,002,316","3,574,814","2,150,858","1,191,816","2,749,619","2,118,193","(X)","(X)","2,886,788","2,606,044","1,284,441","2,460,284","2,155,472","999,010","5,275,739","4,595,980","1,734,365","3,030,781","2,427,804","849,996","","9,009,259","8,174,297","3,586,178","8,003,987","7,447,577","3,366,718","2,045,692","1,708,101","481,517","47,709","35,028","7,670","1,188,298","935,891","548,388","6,144","4,851","2,053","1,077,678","701,937","145,885","278,812","225,195","96,121","2,299,307","1,584,888","416,988","","(X)","(X)","(X)","(X)","","41,610","21,133","30,742","37,005","56,868","73,504"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.7%","26.3%","45.8%","16.3%","(X)","6.3%","7.3%","26.2%","15.8%","8.7%","20.1%","15.5%","86.3%","35.7%","(X)","90.3%","44.5%","(X)","87.6%","40.6%","(X)","87.1%","32.9%","(X)","80.1%","28.0%","","(X)","90.7%","39.8%","(X)","93.0%","42.1%","(X)","83.5%","23.5%","(X)","73.4%","16.1%","(X)","78.8%","46.1%","(X)","79.0%","33.4%","(X)","65.1%","13.5%","(X)","80.8%","34.5%","(X)","68.9%","18.1%","","29.0%","14.6%","10.6%","5.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","961,582","126,570","274,237","429,762","131,013","6,484,900","409,984","501,963","1,750,826","1,058,454","516,642","1,310,195","936,836","(X)","(X)","1,439,659","1,286,321","572,036","1,205,948","1,042,629","441,873","2,545,513","2,195,949","806,907","1,293,780","1,048,054","426,215","","4,350,393","3,925,193","1,700,449","3,854,295","3,569,897","1,598,022","905,706","746,135","181,522","22,728","15,579","3,398","551,804","444,055","256,818","2,602","2,166","860","520,920","335,690","63,154","130,747","104,135","40,830","1,110,864","754,272","181,520","","(X)","(X)","(X)","(X)","","47,486","24,733","36,058","44,272","65,877","90,246"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.2%","28.5%","44.7%","13.6%","(X)","6.3%","7.7%","27.0%","16.3%","8.0%","20.2%","14.4%","85.9%","34.7%","(X)","89.3%","39.7%","(X)","86.5%","36.6%","(X)","86.3%","31.7%","(X)","81.0%","32.9%","","(X)","90.2%","39.1%","(X)","92.6%","41.5%","(X)","82.4%","20.0%","(X)","68.5%","15.0%","(X)","80.5%","46.5%","(X)","83.2%","33.1%","(X)","64.4%","12.1%","(X)","79.6%","31.2%","(X)","67.9%","16.3%","","24.6%","12.2%","8.4%","4.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","950,729","97,523","228,102","445,346","179,758","7,168,692","455,992","500,353","1,823,988","1,092,404","675,174","1,439,424","1,181,357","(X)","(X)","1,447,129","1,319,723","712,405","1,254,336","1,112,843","557,137","2,730,226","2,400,031","927,458","1,737,001","1,379,750","423,781","","4,658,866","4,249,104","1,885,729","4,149,692","3,877,680","1,768,696","1,139,986","961,966","299,995","24,981","19,449","4,272","636,494","491,836","291,570","3,542","2,685","1,193","556,758","366,247","82,731","148,065","121,060","55,291","1,188,443","830,616","235,468","","(X)","(X)","(X)","(X)","","36,745","16,565","24,019","31,607","50,554","65,280"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.3%","24.0%","46.8%","18.9%","(X)","6.4%","7.0%","25.4%","15.2%","9.4%","20.1%","16.5%","86.7%","36.6%","(X)","91.2%","49.2%","(X)","88.7%","44.4%","(X)","87.9%","34.0%","(X)","79.4%","24.4%","","(X)","91.2%","40.5%","(X)","93.4%","42.6%","(X)","84.4%","26.3%","(X)","77.9%","17.1%","(X)","77.3%","45.8%","(X)","75.8%","33.7%","(X)","65.8%","14.9%","(X)","81.8%","37.3%","(X)","69.9%","19.8%","","33.0%","16.9%","12.5%","5.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","972,709","135,878","309,990","426,946","99,895","6,877,185","319,570","553,627","1,775,886","1,482,131","654,866","1,345,615","745,490","(X)","(X)","1,321,286","1,184,050","434,047","1,304,270","1,144,478","459,456","2,683,038","2,386,081","810,238","1,568,591","1,289,379","387,364","","4,954,652","4,423,203","1,645,869","4,675,664","4,252,791","1,596,092","1,407,993","1,191,979","286,009","78,002","59,024","10,817","181,455","157,867","103,674","3,716","3,159","431","154,534","82,705","15,310","96,833","86,051","28,995","461,251","274,460","68,239","","(X)","(X)","(X)","(X)","","35,160","20,664","26,922","31,666","47,143","60,374"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.0%","31.9%","43.9%","10.3%","(X)","4.6%","8.1%","25.8%","21.6%","9.5%","19.6%","10.8%","87.3%","30.4%","(X)","89.6%","32.9%","(X)","87.7%","35.2%","(X)","88.9%","30.2%","(X)","82.2%","24.7%","","(X)","89.3%","33.2%","(X)","91.0%","34.1%","(X)","84.7%","20.3%","(X)","75.7%","13.9%","(X)","87.0%","57.1%","(X)","85.0%","11.6%","(X)","53.5%","9.9%","(X)","88.9%","29.9%","(X)","59.5%","14.8%","","28.2%","15.1%","11.2%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","500,021","81,452","182,325","197,171","39,073","3,256,354","169,216","293,077","884,171","684,238","261,646","620,321","343,685","(X)","(X)","645,539","568,232","188,519","633,543","542,636","199,321","1,292,284","1,120,543","376,665","684,988","562,650","199,501","","2,381,359","2,090,852","783,164","2,236,018","2,005,782","757,532","627,065","519,962","105,597","37,529","26,695","4,293","85,797","77,085","52,909","1,785","1,418","312","82,089","42,652","6,263","40,730","35,397","11,468","238,730","135,745","31,655","","(X)","(X)","(X)","(X)","","40,443","24,249","31,155","39,690","59,337","76,763"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.3%","36.5%","39.4%","7.8%","(X)","5.2%","9.0%","27.2%","21.0%","8.0%","19.0%","10.6%","85.8%","29.6%","(X)","88.0%","29.2%","(X)","85.7%","31.5%","(X)","86.7%","29.1%","(X)","82.1%","29.1%","","(X)","87.8%","32.9%","(X)","89.7%","33.9%","(X)","82.9%","16.8%","(X)","71.1%","11.4%","(X)","89.8%","61.7%","(X)","79.4%","17.5%","(X)","52.0%","7.6%","(X)","86.9%","28.2%","(X)","56.9%","13.3%","","23.6%","12.8%","8.2%","3.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","472,688","54,426","127,665","229,775","60,822","3,620,831","150,354","260,550","891,715","797,893","393,220","725,294","401,805","(X)","(X)","675,747","615,818","245,528","670,727","601,842","260,135","1,390,754","1,265,538","433,573","883,603","726,729","187,863","","2,573,293","2,332,351","862,705","2,439,646","2,247,009","838,560","780,928","672,017","180,412","40,473","32,329","6,524","95,658","80,782","50,765","1,931","1,741","119","72,445","40,053","9,047","56,103","50,654","17,527","222,521","138,715","36,584","","(X)","(X)","(X)","(X)","","30,401","15,428","21,847","26,945","40,461","50,992"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.5%","27.0%","48.6%","12.9%","(X)","4.2%","7.2%","24.6%","22.0%","10.9%","20.0%","11.1%","88.7%","31.1%","(X)","91.1%","36.3%","(X)","89.7%","38.8%","(X)","91.0%","31.2%","(X)","82.2%","21.3%","","(X)","90.6%","33.5%","(X)","92.1%","34.4%","(X)","86.1%","23.1%","(X)","79.9%","16.1%","(X)","84.4%","53.1%","(X)","90.2%","6.2%","(X)","55.3%","12.5%","(X)","90.3%","31.2%","(X)","62.3%","16.4%","","33.2%","17.3%","13.5%","4.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"North Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","88,343","6,189","27,642","43,690","10,822","495,015","13,827","23,917","134,178","109,216","67,554","107,578","38,745","(X)","(X)","116,058","110,433","42,227","86,296","80,944","31,095","182,810","172,488","49,475","109,851","93,406","23,526","","444,563","415,286","136,728","436,670","408,927","135,425","10,632","9,632","1,024","22,675","17,968","3,804","4,905","3,909","2,291","N","N","N","2,812","1,482","351","9,269","8,928","2,125","12,173","9,222","1,868","","(X)","(X)","(X)","(X)","","40,683","29,430","32,689","39,346","46,865","61,079"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.0%","31.3%","49.5%","12.2%","(X)","2.8%","4.8%","27.1%","22.1%","13.6%","21.7%","7.8%","92.4%","29.6%","(X)","95.2%","36.4%","(X)","93.8%","36.0%","(X)","94.4%","27.1%","(X)","85.0%","21.4%","","(X)","93.4%","30.8%","(X)","93.6%","31.0%","(X)","90.6%","9.6%","(X)","79.2%","16.8%","(X)","79.7%","46.7%","(X)","N","N","(X)","52.7%","12.5%","(X)","96.3%","22.9%","(X)","75.8%","15.3%","","22.4%","12.0%","7.2%","2.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","46,760","3,335","16,584","21,948","4,893","252,446","7,536","14,323","72,981","56,389","34,161","49,390","17,666","(X)","(X)","62,506","58,991","18,658","46,303","42,890","14,512","94,104","87,795","22,016","49,533","40,911","11,870","","226,605","209,075","63,385","221,415","204,915","62,432","6,475","5,983","466","11,172","8,590","1,019","2,002","1,631","1,034","N","N","N","1,551","785","212","4,584","4,466","940","7,466","5,610","1,314","","(X)","(X)","(X)","(X)","","49,294","33,650","41,153","49,621","59,962","72,003"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.1%","35.5%","46.9%","10.5%","(X)","3.0%","5.7%","28.9%","22.3%","13.5%","19.6%","7.0%","91.3%","26.6%","(X)","94.4%","29.8%","(X)","92.6%","31.3%","(X)","93.3%","23.4%","(X)","82.6%","24.0%","","(X)","92.3%","28.0%","(X)","92.5%","28.2%","(X)","92.4%","7.2%","(X)","76.9%","9.1%","(X)","81.5%","51.6%","(X)","N","N","(X)","50.6%","13.7%","(X)","97.4%","20.5%","(X)","75.1%","17.6%","","16.9%","11.0%","7.5%","3.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","41,583","2,854","11,058","21,742","5,929","242,569","6,291","9,594","61,197","52,827","33,393","58,188","21,079","(X)","(X)","53,552","51,442","23,569","39,993","38,054","16,583","88,706","84,693","27,459","60,318","52,495","11,656","","217,958","206,211","73,343","215,255","204,012","72,993","4,157","3,649","558","11,503","9,378","2,785","2,903","2,278","1,257","N","N","N","1,261","697","139","4,685","4,462","1,185","4,707","3,612","554","","(X)","(X)","(X)","(X)","","31,993","22,972","24,461","30,530","40,891","53,704"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","6.9%","26.6%","52.3%","14.3%","(X)","2.6%","4.0%","25.2%","21.8%","13.8%","24.0%","8.7%","93.5%","32.7%","(X)","96.1%","44.0%","(X)","95.2%","41.5%","(X)","95.5%","31.0%","(X)","87.0%","19.3%","","(X)","94.6%","33.7%","(X)","94.8%","33.9%","(X)","87.8%","13.4%","(X)","81.5%","24.2%","(X)","78.5%","43.3%","(X)","N","N","(X)","55.3%","11.0%","(X)","95.2%","25.3%","(X)","76.7%","11.8%","","30.3%","13.3%","6.9%","2.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Ohio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,083,341","148,155","366,241","459,867","109,078","7,922,061","222,209","568,107","2,639,028","1,630,529","682,507","1,362,205","817,476","(X)","(X)","1,500,872","1,376,749","489,950","1,380,616","1,262,049","452,619","3,155,659","2,889,112","832,532","1,884,914","1,603,835","404,580","","6,674,927","6,068,471","1,900,636","6,537,930","5,963,698","1,869,253","900,291","769,747","145,990","12,592","10,331","2,821","160,629","141,199","95,125","2,195","1,951","811","60,380","42,074","7,757","111,047","97,972","26,541","214,826","160,482","42,311","","(X)","(X)","(X)","(X)","","36,819","20,969","30,230","33,825","50,830","65,773"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.7%","33.8%","42.4%","10.1%","(X)","2.8%","7.2%","33.3%","20.6%","8.6%","17.2%","10.3%","90.0%","27.5%","(X)","91.7%","32.6%","(X)","91.4%","32.8%","(X)","91.6%","26.4%","(X)","85.1%","21.5%","","(X)","90.9%","28.5%","(X)","91.2%","28.6%","(X)","85.5%","16.2%","(X)","82.0%","22.4%","(X)","87.9%","59.2%","(X)","88.9%","36.9%","(X)","69.7%","12.8%","(X)","88.2%","23.9%","(X)","74.7%","19.7%","","27.2%","13.5%","11.2%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
