"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"New Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","792,764","92,194","215,678","364,141","120,751","6,166,384","319,454","355,305","1,757,377","1,024,098","392,077","1,437,307","880,766","(X)","(X)","1,151,980","1,060,132","502,996","1,168,897","1,057,841","506,306","2,502,556","2,269,355","931,363","1,342,951","1,104,297","377,408","","4,314,800","3,911,909","1,659,676","3,677,456","3,441,892","1,534,397","785,776","689,784","171,216","9,993","7,221","2,121","592,375","545,959","400,310","N","N","N","361,513","250,908","51,625","99,657","84,006","32,213","1,061,429","769,665","189,452","","(X)","(X)","(X)","(X)","","45,704","22,278","31,719","39,832","60,935","83,032"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.6%","27.2%","45.9%","15.2%","(X)","5.2%","5.8%","28.5%","16.6%","6.4%","23.3%","14.3%","89.1%","37.6%","(X)","92.0%","43.7%","(X)","90.5%","43.3%","(X)","90.7%","37.2%","(X)","82.2%","28.1%","","(X)","90.7%","38.5%","(X)","93.6%","41.7%","(X)","87.8%","21.8%","(X)","72.3%","21.2%","(X)","92.2%","67.6%","(X)","N","N","(X)","69.4%","14.3%","(X)","84.3%","32.3%","(X)","72.5%","17.8%","","22.0%","11.8%","7.7%","3.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","408,466","54,099","119,962","180,401","54,004","2,943,930","156,115","180,139","842,097","488,754","163,107","678,975","434,743","(X)","(X)","582,264","527,132","226,449","576,550","512,788","229,071","1,212,099","1,089,992","454,847","573,017","477,764","203,351","","2,074,062","1,868,555","808,943","1,758,997","1,642,113","753,439","355,436","310,765","68,780","4,786","3,653","1,201","282,694","266,044","198,495","N","N","N","181,255","120,317","21,215","45,046","37,872","14,752","525,613","369,348","81,880","","(X)","(X)","(X)","(X)","","52,239","26,034","38,303","48,082","75,749","101,603"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.2%","29.4%","44.2%","13.2%","(X)","5.3%","6.1%","28.6%","16.6%","5.5%","23.1%","14.8%","88.6%","37.8%","(X)","90.5%","38.9%","(X)","88.9%","39.7%","(X)","89.9%","37.5%","(X)","83.4%","35.5%","","(X)","90.1%","39.0%","(X)","93.4%","42.8%","(X)","87.4%","19.4%","(X)","76.3%","25.1%","(X)","94.1%","70.2%","(X)","N","N","(X)","66.4%","11.7%","(X)","84.1%","32.7%","(X)","70.3%","15.6%","","18.0%","10.2%","5.7%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","384,298","38,095","95,716","183,740","66,747","3,222,454","163,339","175,166","915,280","535,344","228,970","758,332","446,023","(X)","(X)","569,716","533,000","276,547","592,347","545,053","277,235","1,290,457","1,179,363","476,516","769,934","626,533","174,057","","2,240,738","2,043,354","850,733","1,918,459","1,799,779","780,958","430,340","379,019","102,436","5,207","3,568","920","309,681","279,915","201,815","N","N","N","180,258","130,591","30,410","54,611","46,134","17,461","535,816","400,317","107,572","","(X)","(X)","(X)","(X)","","37,223","17,401","25,850","32,117","51,054","68,086"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.9%","24.9%","47.8%","17.4%","(X)","5.1%","5.4%","28.4%","16.6%","7.1%","23.5%","13.8%","89.5%","37.4%","(X)","93.6%","48.5%","(X)","92.0%","46.8%","(X)","91.4%","36.9%","(X)","81.4%","22.6%","","(X)","91.2%","38.0%","(X)","93.8%","40.7%","(X)","88.1%","23.8%","(X)","68.5%","17.7%","(X)","90.4%","65.2%","(X)","N","N","(X)","72.4%","16.9%","(X)","84.5%","32.0%","(X)","74.7%","20.1%","","25.9%","13.2%","9.4%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","208,145","37,642","62,173","98,641","9,689","1,377,548","92,820","118,788","369,807","325,356","106,315","198,116","166,346","(X)","(X)","272,426","231,232","59,093","246,672","207,735","60,654","527,856","455,314","145,729","330,594","271,659","98,986","","1,050,391","910,934","310,782","617,719","584,272","246,043","28,411","25,655","9,019","114,569","90,369","11,195","20,673","17,506","9,160","N","N","N","132,339","94,093","15,457","30,507","26,794","8,849","589,076","441,658","84,598","","(X)","(X)","(X)","(X)","","31,109","18,599","26,477","29,996","42,423","57,560"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","18.1%","29.9%","47.4%","4.7%","(X)","6.7%","8.6%","26.8%","23.6%","7.7%","14.4%","12.1%","84.6%","26.5%","(X)","84.9%","21.7%","(X)","84.2%","24.6%","(X)","86.3%","27.6%","(X)","82.2%","29.9%","","(X)","86.7%","29.6%","(X)","94.6%","39.8%","(X)","90.3%","31.7%","(X)","78.9%","9.8%","(X)","84.7%","44.3%","(X)","N","N","(X)","71.1%","11.7%","(X)","87.8%","29.0%","(X)","75.0%","14.4%","","35.2%","18.1%","14.1%","6.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","106,747","22,360","35,479","45,193","3,715","672,669","47,827","62,021","186,919","159,762","48,951","89,433","77,756","(X)","(X)","142,245","116,986","26,467","125,403","105,414","23,767","255,280","216,198","65,783","149,741","124,223","51,172","","511,262","438,667","144,359","302,318","283,543","117,208","16,906","14,806","4,206","52,668","41,258","3,723","8,300","7,261","3,608","N","N","N","67,190","47,018","6,995","16,086","13,623","4,298","287,945","211,661","35,512","","(X)","(X)","(X)","(X)","","35,901","22,223","30,931","36,070","51,553","75,074"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","20.9%","33.2%","42.3%","3.5%","(X)","7.1%","9.2%","27.8%","23.8%","7.3%","13.3%","11.6%","83.7%","24.9%","(X)","82.2%","18.6%","(X)","84.1%","19.0%","(X)","84.7%","25.8%","(X)","83.0%","34.2%","","(X)","85.8%","28.2%","(X)","93.8%","38.8%","(X)","87.6%","24.9%","(X)","78.3%","7.1%","(X)","87.5%","43.5%","(X)","N","N","(X)","70.0%","10.4%","(X)","84.7%","26.7%","(X)","73.5%","12.3%","","32.0%","16.3%","13.2%","6.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","101,398","15,282","26,694","53,448","5,974","704,879","44,993","56,767","182,888","165,594","57,364","108,683","88,590","(X)","(X)","130,181","114,246","32,626","121,269","102,321","36,887","272,576","239,116","79,946","180,853","147,436","47,814","","539,129","472,267","166,423","315,401","300,729","128,835","11,505","10,849","4,813","61,901","49,111","7,472","12,373","10,245","5,552","N","N","N","65,149","47,075","8,462","14,421","13,171","4,551","301,131","229,997","49,086","","(X)","(X)","(X)","(X)","","26,499","13,009","21,260","25,060","38,863","50,875"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.1%","26.3%","52.7%","5.9%","(X)","6.4%","8.1%","25.9%","23.5%","8.1%","15.4%","12.6%","85.6%","28.0%","(X)","87.8%","25.1%","(X)","84.4%","30.4%","(X)","87.7%","29.3%","(X)","81.5%","26.4%","","(X)","87.6%","30.9%","(X)","95.3%","40.8%","(X)","94.3%","41.8%","(X)","79.3%","12.1%","(X)","82.8%","44.9%","(X)","N","N","(X)","72.3%","13.0%","(X)","91.3%","31.6%","(X)","76.4%","16.3%","","38.5%","20.0%","14.8%","6.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,941,151","231,056","508,223","896,102","305,770","13,641,473","903,295","1,012,572","3,615,023","2,177,053","1,155,067","2,727,078","2,051,385","(X)","(X)","2,875,580","2,582,494","1,267,773","2,498,772","2,189,035","991,369","5,304,674","4,608,622","1,720,202","2,962,447","2,345,455","799,119","","9,050,590","8,194,795","3,509,467","8,044,662","7,472,297","3,296,251","2,016,296","1,676,477","469,975","45,835","32,782","9,002","1,181,113","923,184","551,376","4,384","3,726","991","1,073,742","680,024","148,597","269,513","214,618","89,055","2,276,885","1,540,260","401,147","","(X)","(X)","(X)","(X)","","40,996","20,814","30,614","36,736","55,360","71,684"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.9%","26.2%","46.2%","15.8%","(X)","6.6%","7.4%","26.5%","16.0%","8.5%","20.0%","15.0%","86.0%","35.0%","(X)","89.8%","44.1%","(X)","87.6%","39.7%","(X)","86.9%","32.4%","(X)","79.2%","27.0%","","(X)","90.5%","38.8%","(X)","92.9%","41.0%","(X)","83.1%","23.3%","(X)","71.5%","19.6%","(X)","78.2%","46.7%","(X)","85.0%","22.6%","(X)","63.3%","13.8%","(X)","79.6%","33.0%","(X)","67.6%","17.6%","","29.5%","14.9%","11.0%","5.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","974,775","133,457","283,316","430,675","127,327","6,482,688","417,586","516,566","1,775,320","1,063,656","497,766","1,304,455","907,339","(X)","(X)","1,432,316","1,264,282","558,688","1,226,428","1,060,819","448,665","2,562,161","2,202,875","798,728","1,261,783","1,020,560","405,713","","4,361,625","3,932,329","1,663,226","3,872,549","3,581,339","1,567,830","896,692","735,635","182,859","23,186","16,378","4,439","550,533","436,088","259,274","1,903","1,694","645","520,184","325,006","64,161","128,565","101,406","37,190","1,101,544","738,503","173,069","","(X)","(X)","(X)","(X)","","46,553","23,981","35,668","43,881","63,032","86,817"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.7%","29.1%","44.2%","13.1%","(X)","6.4%","8.0%","27.4%","16.4%","7.7%","20.1%","14.0%","85.6%","34.1%","(X)","88.3%","39.0%","(X)","86.5%","36.6%","(X)","86.0%","31.2%","(X)","80.9%","32.2%","","(X)","90.2%","38.1%","(X)","92.5%","40.5%","(X)","82.0%","20.4%","(X)","70.6%","19.1%","(X)","79.2%","47.1%","(X)","89.0%","33.9%","(X)","62.5%","12.3%","(X)","78.9%","28.9%","(X)","67.0%","15.7%","","25.4%","12.8%","8.6%","4.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","966,376","97,599","224,907","465,427","178,443","7,158,785","485,709","496,006","1,839,703","1,113,397","657,301","1,422,623","1,144,046","(X)","(X)","1,443,264","1,318,212","709,085","1,272,344","1,128,216","542,704","2,742,513","2,405,747","921,474","1,700,664","1,324,895","393,406","","4,688,965","4,262,466","1,846,241","4,172,113","3,890,958","1,728,421","1,119,604","940,842","287,116","22,649","16,404","4,563","630,580","487,096","292,102","2,481","2,032","346","553,558","355,018","84,436","140,948","113,212","51,865","1,175,341","801,757","228,078","","(X)","(X)","(X)","(X)","","35,922","16,203","23,940","31,321","49,180","62,172"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.1%","23.3%","48.2%","18.5%","(X)","6.8%","6.9%","25.7%","15.6%","9.2%","19.9%","16.0%","86.3%","35.9%","(X)","91.3%","49.1%","(X)","88.7%","42.7%","(X)","87.7%","33.6%","(X)","77.9%","23.1%","","(X)","90.9%","39.4%","(X)","93.3%","41.4%","(X)","84.0%","25.6%","(X)","72.4%","20.1%","(X)","77.2%","46.3%","(X)","81.9%","13.9%","(X)","64.1%","15.3%","(X)","80.3%","36.8%","(X)","68.2%","19.4%","","33.4%","17.0%","13.2%","5.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","992,108","141,265","305,851","451,025","93,967","6,762,644","340,573","568,846","1,785,510","1,452,845","623,813","1,277,412","713,645","(X)","(X)","1,298,130","1,143,191","416,402","1,312,886","1,149,848","435,224","2,636,083","2,330,457","770,394","1,515,545","1,229,729","369,037","","4,880,855","4,320,272","1,571,634","4,607,089","4,160,473","1,528,294","1,386,316","1,170,746","270,670","76,698","57,015","9,348","177,423","151,583","97,596","2,866","2,178","275","152,081","76,506","15,372","86,405","74,925","26,162","450,020","254,204","60,779","","(X)","(X)","(X)","(X)","","33,096","20,359","26,632","31,060","46,171","59,243"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.2%","30.8%","45.5%","9.5%","(X)","5.0%","8.4%","26.4%","21.5%","9.2%","18.9%","10.6%","86.6%","29.4%","(X)","88.1%","32.1%","(X)","87.6%","33.2%","(X)","88.4%","29.2%","(X)","81.1%","24.4%","","(X)","88.5%","32.2%","(X)","90.3%","33.2%","(X)","84.5%","19.5%","(X)","74.3%","12.2%","(X)","85.4%","55.0%","(X)","76.0%","9.6%","(X)","50.3%","10.1%","(X)","86.7%","30.3%","(X)","56.5%","13.5%","","29.3%","15.7%","11.4%","4.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","522,805","82,452","181,300","220,657","38,396","3,201,620","183,224","299,558","891,569","668,249","249,372","581,822","327,826","(X)","(X)","635,979","545,210","173,777","641,272","545,542","188,626","1,265,490","1,091,008","353,002","658,879","537,078","194,243","","2,340,095","2,039,921","740,199","2,200,124","1,963,989","719,292","613,063","505,952","98,363","36,914","24,863","3,024","84,228","73,419","49,110","1,799","1,355","108","83,004","37,401","6,798","42,517","35,927","12,046","234,882","120,911","27,818","","(X)","(X)","(X)","(X)","","38,557","22,494","30,714","37,339","57,212","80,225"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.8%","34.7%","42.2%","7.3%","(X)","5.7%","9.4%","27.8%","20.9%","7.8%","18.2%","10.2%","84.9%","28.4%","(X)","85.7%","27.3%","(X)","85.1%","29.4%","(X)","86.2%","27.9%","(X)","81.5%","29.5%","","(X)","87.2%","31.6%","(X)","89.3%","32.7%","(X)","82.5%","16.0%","(X)","67.4%","8.2%","(X)","87.2%","58.3%","(X)","75.3%","6.0%","(X)","45.1%","8.2%","(X)","84.5%","28.3%","(X)","51.5%","11.8%","","25.2%","13.2%","8.2%","3.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","469,303","58,813","124,551","230,368","55,571","3,561,024","157,349","269,288","893,941","784,596","374,441","695,590","385,819","(X)","(X)","662,151","597,981","242,625","671,614","604,306","246,598","1,370,593","1,239,449","417,392","856,666","692,651","174,794","","2,540,760","2,280,351","831,435","2,406,965","2,196,484","809,002","773,253","664,794","172,307","39,784","32,152","6,324","93,195","78,164","48,486","1,067","823","167","69,077","39,105","8,574","43,888","38,998","14,116","215,138","133,293","32,961","","(X)","(X)","(X)","(X)","","29,576","15,674","21,446","26,164","39,364","50,162"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
